### This localisation file has been automatically generated ###;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
#   <https://github.com/moretrim/trait-lineariser>            #;;;;;;;;;;;;;;
## UI tweaks;;;;;;;;;;;;;;
sharpxdrillmaster;                  §G!!!§! Sharp, drillmaster;                  §G!!!§! Malin, sergent instructeur;                  §G!!!§! Klug, zuchtmeister;;                  §G!!!§! Perspicaz, instructor;;;;;;;;;
sharpxbutcher;                     Sharp, butcher;                     Malin, boucher;                     Klug, schlächter;;                     Perspicaz, carnicero;;;;;;;;;
sharpxexranker;                  §u¿§! Sharp, exranker;                  §u¿§! Malin, ancien militaire;                  §u¿§! Klug, ex-gefreiter;;                  §u¿§! Perspicaz, ascendido desde la tropa;;;;;;;;;
sharpxadventurer;§h+1§!                 Sharp, adventurer;§h+1§!                 Malin, aventurier;§h+1§!                 Klug, abenteurer;;§h+1§!                 Perspicaz, aventurero;;;;;;;;;
sharpxdebutante;                     Sharp, debutante;                     Malin, débutant;                     Klug, debütant;;                     Perspicaz, debutante;;;;;;;;;
sharpxcolonial_b;     §u–2§! §h+20%§!   Sharp, colonial;     §u–2§! §h+20%§!   Malin, colonial;     §u–2§! §h+20%§!   Klug, kolonial;;     §u–2§! §h+20%§!   Perspicaz, colonial;;;;;;;;;
sharpxdisgraced;                     Sharp, disgraced;                     Malin, déshonoré;                     Klug, in ungnade gefallener;;                     Perspicaz, deshonrado;;;;;;;;;
sharpxpriest;                     Sharp, priest;                     Malin, prêtre;                     Klug, priester;;                     Perspicaz, sacerdote;;;;;;;;;
sharpxrising_star;                     Sharp, rising star;                     Malin, étoile montante;                     Klug, aufsteigender stern;;                     Perspicaz, nueva promesa;;;;;;;;;
sharpxpolitician;                  §u¿§! Sharp, politician;                  §u¿§! Malin, politicien;                  §u¿§! Klug, politiker;;                  §u¿§! Perspicaz, político;;;;;;;;;
sharpxpoet;§u–1§!              §G!!!§! Sharp, poet;§u–1§!              §G!!!§! Malin, poète;§u–1§!              §G!!!§! Klug, poet;;§u–1§!              §G!!!§! Perspicaz, poeta;;;;;;;;;
sharpxcartographer;          §G+40%§!   Sharp, cartographer;          §G+40%§!   Malin, cartographe;          §G+40%§!   Klug, kartograf;;          §G+40%§!   Perspicaz, cartógrafo;;;;;;;;;
sharpxprofessor;§u–1§! §u–1§!         §G!!!§! Sharp, professor;§u–1§! §u–1§!         §G!!!§! Malin, professeur;§u–1§! §u–1§!         §G!!!§! Klug, professor;;§u–1§! §u–1§!         §G!!!§! Perspicaz, profesor;;;;;;;;;
sharpxold_school;§h+1§! §u–2§!         §G!!!§! Sharp, old school;§h+1§! §u–2§!         §G!!!§! Malin, vieille école;§h+1§! §u–2§!         §G!!!§! Klug, alte schule;;§h+1§! §u–2§!         §G!!!§! Perspicaz, de la vieja escuela;;;;;;;;;
sharpxeccentric_genius;§h+2§!                 Sharp, eccentric genius;§h+2§!                 Malin, génie excentrique;§h+2§!                 Klug, exzentrisches genie;;§h+2§!                 Perspicaz, genio excéntrico;;;;;;;;;
sharpxgifted_administrator;                  §G!!!§! Sharp, gifted administrator;                  §G!!!§! Malin, administrateur doué;                  §G!!!§! Klug, begabter administrator;;                  §G!!!§! Perspicaz, gran administrador;;;;;;;;;
sharpxinnovative_tactician;§h+1§!                 Sharp, innovative tactician;§h+1§!                 Malin, tacticien novateur;§h+1§!                 Klug, innovativer taktiker;;§h+1§!                 Perspicaz, táctico innovador;;;;;;;;;
sharpxexpert_raider;§h+2§!                 Sharp, expert raider;§h+2§!                 Malin, commando expérimenté;§h+2§!                 Klug, überfallexperte;;§h+2§!                 Perspicaz, experto en asaltos;;;;;;;;;
sharpxnatural_born_leader;§h+1§!              §h?§! Sharp, natural born leader;§h+1§!              §h?§! Malin, chef naturel;§h+1§!              §h?§! Klug, geborener anführer;;§h+1§!              §h?§! Perspicaz, líder nato;;;;;;;;;
sharpxmegalomaniac;§u–2§!                 Sharp, megalomaniac;§u–2§!                 Malin, mégalomane;§u–2§!                 Klug, megalomane;;§u–2§!                 Perspicaz, megalómano;;;;;;;;;
sharpxhated;§h+1§! §h+1§!         §R¡¡¡§! Sharp, hated;§h+1§! §h+1§!         §R¡¡¡§! Malin, odieux;§h+1§! §h+1§!         §R¡¡¡§! Klug, gehasst;;§h+1§! §h+1§!         §R¡¡¡§! Perspicaz, odiado;;;;;;;;;
sharpxcursed_luck;§h+2§! §h+2§!         §R¡¡¡§! Sharp, cursed luck;§h+2§! §h+2§!         §R¡¡¡§! Malin, malchanceux;§h+2§! §h+2§!         §R¡¡¡§! Klug, vom pech verflucht;;§h+2§! §h+2§!         §R¡¡¡§! Perspicaz, mala pata;;;;;;;;;
sharpxclueless;§u–1§!              §R¡¡¡§! Sharp, clueless;§u–1§!              §R¡¡¡§! Malin, ignorant;§u–1§!              §R¡¡¡§! Klug, ahnungslos;;§u–1§!              §R¡¡¡§! Perspicaz, negado;;;;;;;;;
sharpxdiplomat;          §u  –5%§!   Sharp, diplomat;          §u  –5%§!   Malin, diplomate;          §u  –5%§!   Klug, diplomat;;          §u  –5%§!   Perspicaz, diplomático;;;;;;;;;
sharpxpowerful_friends;          §u–10%§!   Sharp, powerful friends;          §u–10%§!   Malin, amis puissants;          §u–10%§!   Klug, mächtige freunde;;          §u–10%§!   Perspicaz, de padrinos poderosos;;;;;;;;;
sharpximmoral;                     Sharp, immoral;                     Malin, immoral;                     Klug, unmoralisch;;                     Perspicaz, inmoral;;;;;;;;;
sharpxwomanizer;                  §G!!!§! Sharp, womanizer;                  §G!!!§! Malin, coureur de jupons;                  §G!!!§! Klug, schürzenjäger;;                  §G!!!§! Perspicaz, mujeriego;;;;;;;;;
sharpxwarmonger;          §h+10%§!§R¡¡¡§! Sharp, warmonger;          §h+10%§!§R¡¡¡§! Malin, belliciste;          §h+10%§!§R¡¡¡§! Klug, kriegstreiber;;          §h+10%§!§R¡¡¡§! Perspicaz, belicista;;;;;;;;;
sharpxcorrupt;                  §R¡¡¡§! Sharp, corrupt;                  §R¡¡¡§! Malin, corrompu;                  §R¡¡¡§! Klug, korrupt;;                  §R¡¡¡§! Perspicaz, corrupto;;;;;;;;;
